TSPAN6,1.6517,1.5763,1.6286,1.5561
TNMD,0.0901,0.1713,0.1421,0.2186
DPM1,3.5892,3.6041,3.5448,3.4300
SCYL3,1.7305,1.6810,1.6234,1.3270
C1orf112,0.7112,0.9224,0.7157,0.7757
FGR,0.7939,0.8649,0.6226,1.0439
CFH,1.5792,1.0312,0.9165,1.2807
FUCA2,2.2443,2.4589,2.1926,2.4285
GCLC,2.4238,2.3541,1.8482,1.9920
NFYA,2.7895,2.6469,2.4181,2.4504
C1orf201,2.0448,2.0022,1.8323,2.0059
NIPAL3,4.6762,4.6764,4.0706,4.5099
LAS1L,2.7432,3.2925,3.6526,3.5568
ENPP4,3.8752,3.3654,2.6228,2.7036
SEMA3F,1.0609,0.8674,0.8050,1.2368
CFTR,0.1369,0.2547,0.0579,0.0899
ANKIB1,3.2856,2.9618,2.4216,2.4559
CYP51A1,4.1918,3.9150,3.6070,3.6888
KRIT1,2.5643,2.6009,2.2921,2.2355
RAD52,1.2172,1.6773,1.7395,1.6555
BAD,4.4554,4.0950,4.5203,4.4592
LAP3,2.6777,2.6674,2.4485,2.5744
CD99,0.0000,0.0000,0.0000,0.0000
HS3ST1,0.9882,0.8807,0.6925,0.8188
ABP1,0.0389,0.0000,0.0000,0.0000
WNT16,0.4356,0.3041,0.2086,0.2166
HECW1,3.4231,3.1287,2.7092,2.7513
MAD1L1,1.4957,1.3344,1.4669,1.7303
LASP1,4.8660,4.6781,4.9600,4.8304
SNX11,3.3342,3.1909,3.0400,3.1368
TMEM176A,0.8872,0.6102,0.7653,0.9655
M6PR,3.7700,3.3948,3.3265,3.2706
KLHL13,1.0938,0.9732,1.2237,0.9671
CYP26B1,3.0357,2.5756,2.0981,2.1503
ICA1,3.0620,3.2621,3.2714,3.3026
DBNDD1,5.2685,4.9520,4.9507,5.2678
ALS2,2.9994,3.0186,2.8159,2.7683
CASP10,0.5732,0.6484,0.5770,0.8357
CFLAR,1.0613,1.3692,1.3513,1.5237
TFPI,0.4350,0.2069,0.1711,0.2269
C2orf56,2.1286,2.3157,2.0988,1.9442
RBM5,3.1531,3.8279,3.8594,3.7754
MTMR7,3.3295,2.8084,2.4979,2.3451
SLC7A2,1.3690,0.8477,0.8285,0.9182
ARF5,6.0272,5.8305,6.1310,6.2076
SARM1,2.5742,2.8031,3.0900,2.9970
PLXND1,3.1249,3.1387,3.4024,3.3468
AK2,1.8273,2.2554,2.1625,2.3166
CD38,0.3460,0.2555,0.2918,0.1832
FKBP4,4.7622,4.5790,4.8118,5.0360
RBM6,2.9082,3.3619,3.5869,3.5000
CAMKK1,5.1682,5.1328,5.0086,5.5083
RECQL,2.2701,1.8713,1.4847,1.7620
CCDC132,3.1602,2.9341,2.7979,2.8994
HSPB6,2.9264,2.1805,2.2342,2.7092
NDUFAB1,5.9121,5.6468,5.9639,5.7876
PDK4,1.7044,1.7616,1.0979,1.5201
SLC22A16,0.0000,0.0383,0.0213,0.0000
ZMYND10,0.5520,0.4332,0.7833,0.6087
ABCB5,0.0000,0.0000,0.0123,0.0000
ARX,2.0452,1.7783,2.0868,1.7464
SLC25A13,1.3906,2.0438,1.2532,1.8148
ST7,2.1190,1.7337,1.7172,1.6971
CDC27,3.3878,2.9422,2.8400,2.6471
SLC4A1,0.0142,0.0000,0.0000,0.0562
CALCR,0.0903,0.0181,0.1694,0.0187
HCCS,3.4526,2.9225,2.7282,2.8957
DVL2,1.9543,2.4396,2.4140,2.7495
PRSS22,0.0000,0.0000,0.1127,0.0000
UPF1,3.7935,3.6732,3.7904,3.9187
SKAP2,3.3324,2.9266,2.7850,2.5968
SLC25A5,6.3792,6.2359,6.0375,6.5320
CCDC109B,0.7552,0.9391,1.3825,0.8516
HOXA11,0.0000,0.0000,0.0000,0.0327
POLR2J,2.8622,2.5369,3.0570,3.2449
DHX33,2.6701,2.6504,2.4577,2.5225
MEOX1,0.0277,0.0000,0.0449,0.0000
THSD7A,1.6581,1.1474,1.1171,1.2050
LIG3,2.0237,2.1062,2.1405,2.0693
RPAP3,2.6824,2.1783,1.8765,1.7082
ACSM3,0.2769,0.2885,0.7174,0.3608
AC004381.2,0.0000,0.0000,0.0000,0.0000
CIAPIN1,4.2528,3.9631,4.0597,4.0733
AC004410.1,2.6193,3.0066,3.3320,3.3877
KIAA1539,2.2997,2.3198,2.6341,2.4984
COPZ2,1.6114,1.2681,1.2812,1.6639
PRKAR2B,4.8945,4.2819,3.9611,3.9001
MSL3,2.4130,2.2001,2.3442,2.2652
CREBBP,3.2895,3.3598,3.3396,3.2659
BZRAP1,4.3584,4.3084,5.1917,4.4190
MPO,0.5893,0.4747,0.8252,0.6595
PON1,0.1125,0.0952,0.1573,0.1451
C2orf3,1.3664,1.4179,1.3891,1.2592
WDR54,2.5224,2.5697,2.8047,2.9526
CROT,1.7637,1.5376,1.7155,1.7176
ABCB4,0.1290,0.0732,0.1166,0.1785
MLL5,3.6411,3.5521,3.1666,3.2407
RHBDD2,6.6647,6.1837,6.6790,6.4759
SOX8,3.5864,4.0961,3.3495,4.1189
IBTK,2.4988,2.4060,2.1415,2.1848
ZNF195,1.6895,1.8623,1.7670,1.9805
MYCBP2,4.8832,4.7148,4.3571,4.3421
FBXL3,3.6243,3.0769,2.8162,2.6299
ITGAL,0.2501,0.3357,0.4415,0.3551
PDK2,4.0856,3.8316,4.1008,4.3039
ITGA3,2.0912,2.1422,2.4589,2.3765
ZFX,1.6667,1.4054,1.1783,1.0927
LAMP2,4.6092,4.5468,3.0471,3.9259
GGNBP2,3.2357,3.0817,3.1385,3.1327
ITGA2B,0.5287,0.8081,0.6780,0.8253
ASB4,0.3089,0.2228,0.0691,0.2567
GDE1,5.4043,5.3412,5.1502,5.2748
C19orf60,4.1463,4.2795,4.7071,4.6406
CRLF1,2.9095,2.6631,2.7186,3.1974
OSBPL7,2.1343,2.5470,2.6726,2.8418
TMEM98,3.0796,3.6394,2.4315,3.7302
YBX2,0.1414,0.5377,0.8098,0.2088
KRT33A,0.0000,0.0000,0.0000,0.0000
MAP3K14,1.2490,1.3349,1.5114,1.8138
ABCC8,3.1362,3.5380,3.8395,4.0186
CCL18,0.0000,0.0000,0.0000,0.0000
CCL3,0.1888,0.3090,0.2491,0.3191
CACNG3,5.1754,4.8428,5.1499,4.9493
TMEM132A,3.7989,3.3362,3.9430,3.6562
AP2B1,6.5352,6.1342,6.2763,6.0909
TAC1,2.6569,3.0349,3.5440,3.3148
ZNF263,2.7259,2.7534,2.8980,2.7506
CX3CL1,5.8078,5.6002,5.8859,5.8914
SPATA20,3.2048,3.0358,3.7207,3.5732
CACNA1G,2.8888,3.1151,3.4602,3.1063
TNFRSF12A,0.2030,0.0000,0.3361,0.4652
DLX6,0.4482,0.6021,0.6231,0.6758
MAP3K9,3.4065,3.4898,3.4152,3.5516
RALA,3.8882,3.5960,3.5217,3.3116
BAIAP2L1,0.2914,0.4299,0.4104,0.3989
JHDM1D,1.8579,1.5177,1.0731,1.3116
ETV1,2.7689,2.5238,2.0365,2.0664
AGK,3.1181,3.0144,2.8767,2.8909
ALDH3B1,0.2435,0.2733,0.3269,0.4704
TTC22,0.0961,0.1608,0.2102,0.1659
PHTF2,1.4937,1.5068,1.2562,1.1396
CCL26,0.1028,0.0990,0.0000,0.0000
FARP2,1.7251,1.8504,2.0570,2.0135
USH1C,0.5798,1.2587,0.4875,1.5252
GGCT,3.6835,3.5345,3.9375,3.5934
DBF4,0.8104,0.5169,0.4718,0.4801
TBXA2R,0.4022,0.2584,0.4293,0.3838
IFRD1,2.2682,2.4002,2.1751,2.2080
LGALS14,0.0671,0.0000,0.0000,0.0000
COX10,2.1502,1.9311,1.7976,1.8275
GTF2IRD1,1.2528,1.3480,1.5239,1.7527
PAF1,4.1525,4.0895,4.1552,4.5021
VPS41,4.3791,4.1640,3.9207,3.7658
ELAC2,2.8170,2.7459,2.9067,3.0838
SCIN,0.2577,0.2797,0.2080,0.2092
ARSD,0.7138,0.9166,0.9425,0.9865
PNPLA4,2.0275,1.7690,1.9562,1.9248
