TSPAN6,1.6480,2.0240,2.3295,1.9092
TNMD,0.1233,0.0531,0.1115,0.2011
DPM1,3.5776,3.6053,3.6020,3.4368
SCYL3,1.5675,1.7208,1.3554,1.6141
C1orf112,0.7026,0.6825,0.6882,0.7258
FGR,1.3736,1.2422,1.4864,1.1931
CFH,1.0899,1.2454,1.1509,1.0508
FUCA2,2.5506,3.2639,3.0219,2.7456
GCLC,2.3034,2.6845,2.7420,2.4207
NFYA,2.3051,2.9267,2.7705,2.7021
C1orf201,2.1388,2.1577,1.8930,2.1030
NIPAL3,3.9224,4.4552,4.3220,4.2287
LAS1L,2.3722,2.6921,2.8369,2.3579
ENPP4,3.4038,3.7191,3.6350,3.4843
SEMA3F,1.0236,0.9304,0.9235,1.0034
CFTR,0.0299,0.0997,0.1374,0.1103
ANKIB1,3.1769,3.3923,3.4791,3.2514
CYP51A1,4.2932,4.2923,4.4330,4.4053
KRIT1,2.0530,2.1925,2.1459,2.2725
RAD52,1.0529,1.2053,1.3753,1.1307
BAD,5.4741,4.8174,4.7850,4.7728
LAP3,2.7254,2.9407,2.9351,2.8881
CD99,0.0000,0.0000,0.0000,0.0000
HS3ST1,1.4146,1.1640,0.7679,1.2922
ABP1,0.0181,0.0229,0.0317,0.0226
WNT16,0.2891,0.3795,0.4054,0.4107
HECW1,2.6360,2.3855,1.8334,2.6636
MAD1L1,1.8925,1.6709,1.5452,1.7658
LASP1,5.6363,5.4112,5.3456,5.5069
SNX11,3.4649,3.6291,3.3427,3.3721
TMEM176A,1.4525,1.3711,1.7556,1.4222
M6PR,3.3356,3.5964,3.3773,3.5589
KLHL13,0.9689,0.9927,1.2938,1.0753
CYP26B1,4.0448,3.3439,2.7531,3.5193
ICA1,3.0826,3.0132,2.8829,3.0193
DBNDD1,5.9723,5.5824,5.3128,5.5778
ALS2,2.5404,2.6396,2.3646,2.5274
CASP10,0.3972,0.5824,0.6332,0.3724
CFLAR,0.9068,1.0652,1.2601,0.9923
TFPI,0.2320,0.3013,0.2969,0.2323
C2orf56,1.9049,2.0108,1.8877,2.2498
RBM5,2.8440,3.1222,3.3270,2.9637
MTMR7,2.5898,2.7746,2.4926,2.7527
SLC7A2,1.6396,1.7857,1.8245,1.4158
ARF5,6.5318,6.2348,6.2488,6.3458
SARM1,3.1732,3.1024,3.1941,3.0588
PLXND1,3.5187,3.1328,3.3110,3.0905
AK2,1.8598,2.1224,2.2667,1.8916
CD38,1.2236,1.1867,1.2213,0.9118
FKBP4,4.7398,4.8041,4.6897,4.7804
RBM6,2.7913,3.1557,3.1849,2.7644
CAMKK1,5.4197,5.2700,4.7114,5.4668
RECQL,1.9343,2.1076,1.8653,1.8632
CCDC132,2.6305,2.7598,2.5113,2.9108
HSPB6,4.2457,3.9227,3.5246,3.9132
