TSPAN6,2.7044
TNMD,0.4417
DPM1,3.9581
SCYL3,1.6063
C1orf112,0.8328
FGR,0.7892
CFH,1.0626
FUCA2,3.1135
GCLC,2.1165
NFYA,2.5537
C1orf201,1.9460
NIPAL3,3.4331
LAS1L,2.1788
ENPP4,2.4652
SEMA3F,1.0115
CFTR,0.0000
ANKIB1,3.1137
CYP51A1,4.5470
KRIT1,1.9934
RAD52,1.0061
BAD,4.3313
LAP3,3.3613
CD99,0.0000
HS3ST1,1.4712
ABP1,0.0000
WNT16,0.4617
HECW1,2.3624
MAD1L1,1.7075
LASP1,6.0282
SNX11,3.2604
TMEM176A,0.5306
M6PR,3.4666
KLHL13,2.2761
CYP26B1,2.3975
ICA1,3.4223
DBNDD1,4.0173
ALS2,2.9337
CASP10,0.6067
CFLAR,0.9778
TFPI,0.5464
C2orf56,2.1381
RBM5,3.0250
MTMR7,2.5193
SLC7A2,0.7009
ARF5,6.4380
SARM1,3.4276
PLXND1,3.6022
AK2,1.9471
CD38,0.6237
FKBP4,4.5795
RBM6,3.3427
CAMKK1,3.9735
RECQL,1.9691
CCDC132,2.9885
HSPB6,2.4834
NDUFAB1,6.5716
PDK4,1.1331
SLC22A16,0.0364
ZMYND10,1.5572
ABCB5,0.0000
ARX,3.2093
SLC25A13,1.5048
ST7,2.5616
CDC27,3.2983
SLC4A1,0.0000
CALCR,0.0341
HCCS,3.2499
DVL2,1.7184
PRSS22,0.0000
UPF1,3.1518
SKAP2,2.8338
SLC25A5,6.8448
CCDC109B,2.6393
HOXA11,0.0000
POLR2J,3.2570
DHX33,2.5647
MEOX1,0.0508
THSD7A,2.0198
LIG3,1.3679
RPAP3,2.6367
ACSM3,0.1655
AC004381.2,0.0000
CIAPIN1,4.7423
AC004410.1,2.2775
KIAA1539,2.1611
COPZ2,1.8034
PRKAR2B,5.2614
MSL3,2.5673
CREBBP,2.8836
BZRAP1,4.2080
MPO,0.4953
PON1,0.0454
C2orf3,1.3490
WDR54,3.2211
CROT,1.4478
ABCB4,0.2382
MLL5,3.5167
RHBDD2,6.0985
SOX8,2.8687
IBTK,2.3308
ZNF195,1.9945
MYCBP2,4.0619
FBXL3,3.3363
ITGAL,0.3319
PDK2,3.6094
ITGA3,1.6571
ZFX,1.1909
LAMP2,3.1549
GGNBP2,3.3908
ITGA2B,0.1110
ASB4,0.0301
GDE1,5.4054
C19orf60,4.1784
CRLF1,1.5172
OSBPL7,1.4360
TMEM98,2.3293
YBX2,0.0000
KRT33A,0.0616
MAP3K14,0.9939
ABCC8,1.9223
CCL18,0.0000
CCL3,0.0000
CACNG3,5.8710
TMEM132A,4.1911
AP2B1,7.0656
TAC1,4.7032
ZNF263,2.8947
CX3CL1,6.6884
SPATA20,2.5748
CACNA1G,2.6981
TNFRSF12A,0.6772
DLX6,1.5155
MAP3K9,2.1154
RALA,5.1676
BAIAP2L1,0.1730
JHDM1D,1.4816
ETV1,3.1041
AGK,2.9131
ALDH3B1,0.0819
TTC22,0.1107
PHTF2,1.9102
CCL26,0.0000
