TSPAN6,2.8579,3.3982,3.2731,2.9837
TNMD,0.2763,0.1343,0.0662,0.4853
DPM1,3.7842,4.0837,4.1273,4.3283
SCYL3,1.6295,1.6437,1.7980,1.9409
C1orf112,0.7046,0.8122,0.8124,0.9536
FGR,1.5922,1.7132,1.4198,1.5836
CFH,0.5580,1.0808,0.6268,0.7910
FUCA2,3.2437,3.5165,3.6231,3.4479
GCLC,2.6100,2.2820,2.2590,2.1991
NFYA,2.5503,2.0967,2.2782,1.7526
C1orf201,1.7686,1.5273,1.3226,1.8385
NIPAL3,4.6063,3.6738,3.6835,3.6452
LAS1L,2.8953,2.4873,2.2326,2.1142
ENPP4,2.9948,2.7634,3.0880,3.4475
SEMA3F,0.8916,1.2123,0.9265,0.7111
CFTR,0.0834,0.0165,0.0316,0.1153
ANKIB1,3.2802,3.1799,3.2205,2.8602
CYP51A1,4.4842,4.2205,4.6548,4.2945
KRIT1,2.1512,1.9636,1.8527,1.6601
RAD52,0.7776,0.8401,0.7489,0.6649
BAD,5.2785,5.8808,6.2653,6.5323
LAP3,3.8066,3.8872,3.8439,3.4251
CD99,0.0000,0.0000,0.0000,0.0000
HS3ST1,1.3475,1.3956,1.1418,1.4541
ABP1,0.0505,0.0000,0.0560,0.0000
WNT16,0.7153,0.4711,1.3273,0.7975
HECW1,2.1468,1.8371,1.2273,1.3209
MAD1L1,1.4361,1.5649,1.5026,1.6333
LASP1,5.4149,5.2385,5.1870,4.6462
SNX11,4.0322,4.6030,4.0572,4.8587
TMEM176A,1.7486,1.9652,2.1382,1.9221
M6PR,3.5291,3.6402,3.3497,3.5387
KLHL13,0.9948,1.1402,1.3666,1.2387
CYP26B1,3.0182,2.7575,2.4357,2.3411
ICA1,2.6776,2.7167,2.3789,2.7251
DBNDD1,5.8101,5.9991,5.6726,5.2329
ALS2,1.9866,1.6060,1.3117,1.6198
CASP10,0.5735,0.6695,0.5447,0.4593
CFLAR,1.3310,1.5234,1.3530,1.3329
TFPI,0.1666,0.2767,0.1505,0.2808
C2orf56,1.9304,2.1500,2.0815,2.1817
RBM5,2.6109,2.3855,2.3173,2.3057
MTMR7,2.3233,2.3101,2.1042,2.4590
SLC7A2,1.6165,1.6654,1.6465,0.9594
ARF5,6.6373,7.3038,7.0826,7.8096
SARM1,2.8278,2.5998,2.5841,2.1015
PLXND1,2.4095,1.8257,1.8754,1.4248
AK2,2.5760,3.0647,2.7485,3.0366
CD38,1.3141,1.2491,1.3853,1.1740
FKBP4,4.6368,4.7140,4.5721,4.6155
RBM6,2.4468,2.3001,2.0627,1.8499
CAMKK1,3.8021,4.0490,3.2801,3.8667
RECQL,2.2156,1.9104,2.1846,2.0831
CCDC132,2.2781,2.4175,2.2579,2.5679
HSPB6,3.8254,3.8137,3.4069,3.1611
NDUFAB1,6.4812,7.1053,6.9938,7.2836
PDK4,3.9255,3.5449,3.6077,3.1251
SLC22A16,0.0000,0.0587,0.1633,0.0920
ZMYND10,0.8419,0.8913,1.4075,0.7300
ABCB5,0.0000,0.0000,0.0234,0.0098
ARX,2.3824,2.2777,2.8401,2.6281
SLC25A13,1.9466,1.4780,1.6632,1.5310
ST7,2.1402,2.3252,1.9207,2.2414
CDC27,3.1430,3.1860,3.3222,3.4041
SLC4A1,0.0000,0.0213,0.0795,0.1386
CALCR,0.2652,0.0274,0.4376,0.2271
HCCS,3.5575,3.8372,3.5312,4.0825
DVL2,2.2136,1.9149,2.0726,2.0891
PRSS22,0.0000,0.0000,0.0000,0.0000
UPF1,2.9846,2.5116,2.4588,2.4195
SKAP2,2.9823,2.9306,3.0528,3.1368
SLC25A5,7.3656,8.1433,7.6741,8.1122
CCDC109B,1.4632,1.8098,1.8909,1.6584
HOXA11,0.0420,0.0000,0.0000,0.1143
