TSPAN6,2.4778,2.7624
TNMD,0.1024,0.0000
DPM1,4.0412,4.1464
SCYL3,1.1619,1.2143
C1orf112,0.7036,0.6508
FGR,0.9484,0.7086
CFH,0.4366,0.5206
FUCA2,3.1601,3.0789
GCLC,1.5771,2.1905
NFYA,1.2636,1.6433
C1orf201,1.2930,1.1199
NIPAL3,2.4917,3.1161
LAS1L,1.6112,1.7985
ENPP4,2.4298,3.0792
SEMA3F,0.4904,0.5283
CFTR,0.0508,0.0580
ANKIB1,2.0220,2.6191
CYP51A1,4.0793,4.5516
KRIT1,1.0164,1.5447
RAD52,0.4699,0.6274
BAD,6.8178,5.1281
LAP3,2.8313,3.2698
CD99,0.0000,0.0000
HS3ST1,1.0748,1.3178
ABP1,0.0000,0.0000
WNT16,0.1299,0.3825
HECW1,1.0103,1.2152
MAD1L1,1.4027,1.3361
LASP1,4.2577,4.8030
SNX11,4.3214,3.7148
TMEM176A,2.0206,1.3122
M6PR,2.5697,3.0029
KLHL13,0.8415,1.3528
CYP26B1,1.8276,2.6857
ICA1,2.6202,2.8431
DBNDD1,5.1748,4.6297
ALS2,1.1035,1.7242
CASP10,0.3280,0.4669
CFLAR,0.6158,0.6836
TFPI,0.1751,0.1630
C2orf56,1.8552,1.8885
RBM5,2.1975,2.3660
MTMR7,1.2226,1.8440
SLC7A2,0.3557,0.6605
ARF5,7.8293,6.8081
SARM1,1.8469,1.7707
PLXND1,1.7315,1.8307
AK2,2.7297,2.4500
CD38,0.3777,0.4802
FKBP4,4.4985,4.3787
RBM6,1.9064,2.3505
CAMKK1,3.7381,4.0466
RECQL,1.4701,1.7880
CCDC132,1.7198,2.4613
HSPB6,2.9194,3.2453
NDUFAB1,7.5342,7.4711
PDK4,1.3606,1.6613
SLC22A16,0.0232,0.0352
ZMYND10,1.5297,1.1040
ABCB5,0.0000,0.0000
ARX,2.3467,2.4489
SLC25A13,0.8523,1.3461
ST7,1.7350,1.8040
CDC27,2.3124,2.8343
SLC4A1,0.0331,0.0000
CALCR,0.0428,0.0652
HCCS,3.1421,3.2956
DVL2,1.6931,1.2418
PRSS22,0.0624,0.0000
UPF1,1.9649,1.7761
SKAP2,1.6768,2.5172
SLC25A5,7.4972,7.3264
CCDC109B,1.8016,1.5152
HOXA11,0.0000,0.0000
POLR2J,5.3837,3.9367
DHX33,1.2189,1.6834
MEOX1,0.0000,0.0000
THSD7A,0.4691,0.9740
LIG3,0.9484,0.9285
RPAP3,1.4049,1.8033
ACSM3,0.6348,0.8568
AC004381.2,0.0000,0.0000
CIAPIN1,4.8825,4.3283
AC004410.1,1.9189,1.3813
KIAA1539,1.8356,1.7205
COPZ2,3.0603,2.3473
PRKAR2B,3.6999,4.5805
MSL3,2.6689,2.8314
CREBBP,1.4718,1.8316
BZRAP1,2.8376,3.3089
MPO,0.3947,0.4496
PON1,0.1406,0.1283
C2orf3,1.0738,1.3245
WDR54,3.5636,2.9922
CROT,1.3375,1.2890
ABCB4,0.1131,0.0179
MLL5,1.9531,2.0925
RHBDD2,7.0085,6.4486
SOX8,3.9956,3.6712
IBTK,1.1431,1.8182
ZNF195,1.3911,1.7489
MYCBP2,1.8856,2.3400
FBXL3,2.7918,3.5061
ITGAL,0.1294,0.2809
PDK2,3.8999,3.5601
ITGA3,1.0401,0.9266
ZFX,0.5099,0.8997
LAMP2,3.6148,4.1723
GGNBP2,1.9044,2.6340
ITGA2B,0.3460,0.1130
ASB4,0.0750,0.2423
GDE1,5.3563,5.4420
C19orf60,6.6695,5.2378
CRLF1,2.5105,2.0598
OSBPL7,0.9638,0.8232
TMEM98,3.5806,3.3603
YBX2,0.4461,0.2439
KRT33A,0.0000,0.0957
MAP3K14,1.0152,0.9408
ABCC8,1.0637,1.0502
CCL18,0.1879,0.0000
CCL3,0.3183,0.1694
CACNG3,5.3828,5.1285
TMEM132A,3.9695,3.3433
AP2B1,4.8878,5.2154
TAC1,4.7881,4.8639
ZNF263,2.3826,2.5097
CX3CL1,5.7900,5.3986
SPATA20,2.7932,2.6956
CACNA1G,1.3477,1.4334
TNFRSF12A,0.6547,0.0000
DLX6,0.4774,0.9030
MAP3K9,0.3208,0.7067
RALA,3.6098,4.3901
BAIAP2L1,0.1418,0.0899
JHDM1D,0.5024,0.9234
ETV1,1.5267,2.2945
AGK,1.9179,2.1873
ALDH3B1,0.1762,0.2258
TTC22,0.0998,0.0222
PHTF2,1.1514,1.7231
CCL26,0.0000,0.3363
FARP2,1.0123,0.9833
USH1C,1.2641,0.4461
GGCT,3.5869,4.4004
DBF4,0.3120,0.5553
TBXA2R,0.5114,0.3245
IFRD1,2.0188,2.3216
LGALS14,0.2936,0.1195
COX10,1.7464,1.7339
GTF2IRD1,0.8065,0.8497
PAF1,3.8745,4.1739
VPS41,3.1212,3.5943
ELAC2,2.2859,2.3498
SCIN,0.1170,0.0779
ARSD,0.7190,0.7497
PNPLA4,2.1424,2.2545
MYH13,0.0142,0.0000
ADIPOR2,2.4241,2.8278
CDKL3,2.3396,3.0439
UPP2,0.9003,1.1688
PRSS21,0.0000,0.0000
MARK4,3.3929,2.7097
PROM1,0.7681,1.0857
CCDC124,6.4953,5.3344
CEACAM21,0.3942,0.3735
PAFAH1B1,4.2755,5.4129
NOS2,0.9766,1.1263
DNAH9,0.1421,0.1524
KIAA0100,2.6379,3.2306
SLC13A2,0.0000,0.0000
GAS7,3.8620,4.6216
TRAPPC6A,4.5377,3.2204
MATK,5.7416,4.8316
CEACAM7,0.1030,0.0533
CD79B,0.4280,0.3930
SCN4A,0.0000,0.0000
ST7L,1.0068,1.1122
TKTL1,0.1157,0.1060
PAX6,0.9356,1.1203
RPUSD1,3.9977,2.9333
RHBDF1,0.5053,0.4914
LUC7L,2.7652,2.5825
CACNA2D2,0.9395,0.7592
BAIAP3,3.1986,2.6590
C16orf42,5.8071,5.0313
PIGQ,2.5056,1.9962
CRAMP1L,0.3803,0.7862
TEAD3,0.1889,0.2046
SELE,0.0414,0.1509
DNAJC11,2.4115,2.5010
FMO3,0.5297,0.1823
MYLIP,1.8849,2.0626
NOX1,0.7056,0.3959
E2F2,0.0321,0.0246
PSMB1,6.3234,5.9187
SYN1,5.9736,5.6621
JARID2,0.7237,0.9622
CDKL5,0.5952,1.0038
CAMK1G,3.7962,3.6663
NADK,1.5072,1.5744
TFAP2B,0.0143,0.0000
TFAP2D,0.0462,0.0708
DLEC1,1.7242,1.6450
CYTH3,2.2925,2.8702
ADAM22,1.7803,2.4347
SYPL1,3.3072,4.2632
CYB561,3.3483,3.1508
SPAG9,2.8146,3.5557
CELSR3,0.4913,0.6252
AASS,0.3862,0.2411
PLEKHG6,0.0000,0.0000
SS18L2,4.5443,4.5621
MPND,4.3392,3.9908
MGST1,2.1488,2.4694
CRY1,1.2648,1.9678
PGLYRP1,0.1754,0.3737
NFIX,3.7177,3.8080
ST3GAL1,0.9043,1.0150
MMP25,0.5542,0.1851
IL32,1.7488,1.2440
PKD1,1.1577,0.9889
MAPK8IP2,5.5655,4.9366
MED24,2.8461,3.1686
RHOBTB2,3.3900,3.6035
HEATR5B,0.9335,1.2857
SEC62,4.8278,5.2339
RPS20,6.0482,5.7796
CSDE1,4.4659,5.2627
UBE3C,1.4331,2.1216
REV3L,0.3908,1.0265
ODZ1,0.8704,1.0606
PAX7,0.1147,0.4396
MASP2,0.1181,0.1672
IYD,0.0000,0.0130
FAM76A,1.2741,1.3156
TRAF3IP3,0.2277,0.4218
POMT2,0.8180,0.9118
VTA1,3.6993,4.4614
MLXIPL,0.8866,0.8123
BAZ1B,1.7997,2.1059
RANBP9,3.2325,4.0746
ETV7,0.0369,0.1614
C1orf124,0.5945,0.9994
METTL13,2.2655,2.7951
DYRK4,2.0850,1.7859
ZNF207,2.4455,2.6641
UQCRC1,6.5234,5.8615
STARD3NL,3.3299,3.7499
CD9,5.0097,5.3499
HHATL,3.2447,2.8493
NCAPD2,0.9318,0.8948
IFFO1,2.0013,1.9253
GIPR,0.1496,0.1237
PHF7,0.8044,0.9815
SEMA3G,1.1366,1.5514
NISCH,2.9052,3.3439
STAB1,1.0019,0.7186
FUZ,3.7694,2.9520
SLC6A13,1.0359,0.9894
IDS,6.0618,6.8836
PRSS3,5.9078,4.8373
ZNF200,0.9815,1.2200
CD4,1.2901,1.2917
LRRC23,1.9546,2.0463
BTK,0.3337,0.3870
HFE,0.2303,0.3806
SCMH1,2.6183,2.3466
FYN,3.0798,3.7336
HIVEP2,2.6629,3.6116
FMO1,0.1268,0.0809
TCEB3,1.7658,2.2033
LYPLA2,3.1786,2.4379
CLCN6,1.8195,2.0804
MRC2,0.7807,0.7144
NME1-NME2,8.1268,7.5069
SLC6A7,2.4011,2.3422
TSPAN9,1.3029,1.3985
BTBD7,0.5003,0.8182
APBA3,1.8860,1.3448
MKS1,1.2653,1.3461
ABHD5,1.1442,1.4785
KAL1,1.1800,1.7888
AKAP8L,3.3590,3.5740
MBTD1,0.5884,0.7773
UTP18,3.5213,3.7222
RNF216,1.4218,1.5404
TTC19,3.3492,4.0119
PTBP1,2.2126,1.9196
DPF1,3.2935,2.8386
SYT7,3.5944,3.2628
LARS2,1.2938,1.8261
PIK3C2A,1.0140,1.3186
PLAUR,0.7341,0.7523
ANLN,2.4619,3.0309
WIZ,2.0743,1.7332
RABGAP1,2.1973,2.8114
DCN,3.3910,3.4110
QPCTL,3.4641,2.5697
PPP5C,3.8260,3.0313
CEP68,2.0869,2.6553
MAP4K3,1.8489,2.6028
ZBTB32,0.0866,0.0264
TYROBP,5.7146,4.4936
TMEM159,2.7849,2.3219
GABRA3,2.3161,2.6501
BRCA1,0.2659,0.2267
ERCC1,4.4064,3.5880
CD22,1.6866,1.0030
SEMA3B,2.6064,1.7823
MBTPS2,0.8795,1.3398
PRICKLE3,0.6260,0.4979
LTF,0.1379,0.2027
EXTL3,2.0948,2.0318
NR1H4,0.0253,0.0759
ELOVL5,3.5876,4.2549
ALOX5,0.3403,0.3785
KDM5D,0.8095,1.0793
CALCOCO1,3.0426,2.7115
UBR7,3.6829,4.2581
MAP4K5,1.1873,1.6211
EHD3,3.1012,3.4640
PSMC4,5.5274,5.1432
MAN2B2,1.6444,2.0678
SLC7A14,0.8782,0.9683
CLDN11,4.7103,4.5971
SLC25A39,4.8494,4.0138
MVP,2.1174,1.8389
NUB1,2.2680,2.4698
PGM3,1.8379,2.1096
RWDD2A,3.5320,3.1737
CLK1,2.1388,2.7146
POLR3B,0.9789,1.4258
ANGEL1,1.4727,1.6559
RNF14,3.7731,4.2120
DNASE1L1,1.9743,1.7163
DDX11,0.1114,0.1666
HEBP1,2.9539,3.0907
GPRC5A,0.0105,0.0317
MAMLD1,1.0143,1.6347
CD6,0.1919,0.0874
TACC3,0.6402,0.7822
POLA2,0.8487,0.6638
ZC3H3,1.3852,0.9802
CAPN1,2.7287,2.3332
ACPP,0.0416,0.0626
MDH1,6.7191,6.9249
SLC30A9,4.2322,4.9290
MTMR11,0.5521,0.6303
COX15,2.2212,2.7215
CCDC88C,0.4654,0.7598
YAF2,2.0389,2.2482
ZMYND11,3.4759,4.6090
WAS,0.5800,0.6660
DPEP1,0.0462,0.0000
BID,4.6816,4.1403
MATR3,4.3634,4.9371
NPC1L1,0.0333,0.0255
XYLT2,1.3329,1.3236
RGPD5,0.0000,0.0000
STMN4,5.4704,5.6874
NUDCD3,4.7153,4.6915
ISL1,0.0000,0.0000
CHDH,1.3747,1.6338
IL20RA,0.1946,0.2632
CLCA1,0.0262,0.0000
CLCA4,0.6358,0.6889
GLT8D1,3.0244,3.2742
ATP2C1,3.0851,3.8500
IGF1,0.5647,0.8948
SLC38A5,3.1222,2.8542
MAGIX,1.6175,1.0417
RALBP1,2.0264,2.5645
RUFY3,3.9974,4.6607
CNTN1,3.7007,4.7509
SLC11A1,0.2948,0.1896
WWTR1,0.8322,1.1459
AGPS,1.6821,2.1635
CXorf56,2.3433,2.9608
ATP1A2,5.2336,5.9938
TTC27,0.8332,0.7629
ZNF582,1.2449,1.1762
VSIG2,0.7625,0.8196
PHLDB1,1.6589,1.3837
MARCO,0.1581,0.2361
CYP24A1,0.1276,0.4094
PRDM11,0.7727,0.6555
SYT13,3.8216,4.6421
SNAI2,0.3440,0.4097
CD74,4.4661,4.0760
HGF,0.5040,0.7597
ZRANB1,2.2200,3.1676
NCDN,5.4651,5.0206
GPR124,1.9827,1.7837
ZFP64,0.9650,1.1223
MNAT1,1.6247,1.9060
SAMD4A,1.4788,1.8664
RUNX3,0.0557,0.1111
MRE11A,0.4810,0.9779
PLEKHB1,6.6985,6.2815
SERPINB1,1.5501,1.6586
CYP3A43,0.0332,0.0000
SLC7A9,0.2674,0.1442
SPAST,2.4535,3.0754
KLRA1,,
NRXN3,2.1538,2.7854
OSBPL5,1.3976,0.9877
