TSPAN6,1.6913,1.3158,2.1753,1.4148
TNMD,0.0588,0.0340,0.0719,0.0380
DPM1,3.4396,3.3014,4.6470,3.4056
SCYL3,2.0606,1.8958,1.9391,1.8481
C1orf112,1.0194,0.9371,1.1534,0.8960
FGR,0.8348,1.1886,0.5913,1.2444
CFH,1.6073,1.3268,1.7082,1.1948
FUCA2,3.0664,3.0258,3.1221,2.8668
GCLC,3.0986,2.8195,2.9182,2.7235
NFYA,3.3629,2.7988,2.8792,2.7835
C1orf201,2.0323,2.2315,1.4876,2.0524
NIPAL3,4.8978,4.8276,3.9962,4.8148
LAS1L,3.4280,3.4131,3.1305,3.3456
ENPP4,4.1156,3.6103,4.3123,3.7326
SEMA3F,0.6173,0.9433,0.2191,0.9988
CFTR,0.2930,0.1747,0.2963,0.1484
ANKIB1,4.0086,3.4228,3.6599,3.3732
CYP51A1,4.3696,4.0320,5.0642,4.0341
KRIT1,3.0975,2.6678,3.1565,2.6794
RAD52,2.1844,2.0680,2.0211,1.9060
BAD,3.0420,4.3914,1.5593,4.4270
LAP3,3.1658,2.9857,3.2006,2.9944
CD99,0.0000,0.0000,0.0000,0.0000
HS3ST1,0.6192,1.1086,0.7722,1.1642
ABP1,0.0000,0.0144,0.0000,0.0000
WNT16,0.4332,0.5463,0.9929,0.5415
HECW1,2.9905,3.1552,2.2891,3.1561
MAD1L1,1.3553,1.7088,0.5877,1.5934
LASP1,4.8526,5.1662,4.6684,4.9896
SNX11,3.4377,3.5340,3.0398,3.6075
TMEM176A,0.9992,0.8599,0.7524,0.7978
M6PR,3.8427,3.5883,3.7844,3.8277
KLHL13,1.0726,0.9977,1.5089,1.0830
CYP26B1,2.5635,3.1144,1.9762,2.8706
ICA1,3.2096,3.5635,3.4249,3.3949
DBNDD1,4.3054,4.9599,3.4844,5.0278
ALS2,3.3169,2.9856,3.1614,3.0277
CASP10,0.6491,0.8049,0.6962,0.8642
CFLAR,1.3642,1.3269,1.1391,1.3961
TFPI,0.2914,0.2193,0.2844,0.2187
C2orf56,2.4284,2.3009,2.6265,2.3766
RBM5,4.3818,4.1137,3.8979,4.0647
MTMR7,3.2186,2.9822,3.3123,3.1554
SLC7A2,1.3421,0.7876,1.3559,1.0109
ARF5,5.5622,6.0706,4.9436,5.9739
SARM1,2.8775,2.9527,2.2700,2.8952
PLXND1,2.8254,3.2568,1.8261,3.1750
AK2,2.5477,2.4829,2.3604,2.3437
CD38,1.0596,0.4642,1.1875,0.4363
FKBP4,4.9115,5.1841,4.5719,5.0763
RBM6,3.8758,3.6907,3.7634,3.5721
CAMKK1,4.6459,5.1664,3.8694,5.2912
RECQL,2.3271,2.1519,2.9516,2.0122
CCDC132,3.3603,3.0575,3.8079,3.1925
HSPB6,2.5900,3.3339,1.8259,3.5878
NDUFAB1,5.5077,5.7180,6.1418,5.7722
PDK4,2.2199,1.7379,2.1563,1.5261
SLC22A16,0.0253,0.0288,0.0000,0.0488
ZMYND10,0.4148,0.6264,0.1933,0.5066
ABCB5,0.0072,0.0000,0.0000,0.0135
ARX,1.3442,1.9932,2.0141,2.1114
SLC25A13,2.7680,2.4293,1.9907,2.2999
ST7,2.0894,2.0243,2.2714,2.0211
CDC27,3.5189,3.2393,4.1593,3.1531
SLC4A1,0.0539,0.0515,0.0220,0.0353
CALCR,0.0926,0.0665,0.2907,0.1190
HCCS,3.1270,3.0545,3.6205,3.2255
DVL2,2.1898,2.7065,1.4421,2.6414
PRSS22,0.0000,0.0000,0.0000,0.0447
UPF1,3.3845,3.9660,2.5227,3.9926
SKAP2,3.0147,2.8622,3.8551,2.8281
SLC25A5,6.4554,6.5065,6.1577,6.4415
CCDC109B,0.8228,0.8386,1.7535,0.6974
HOXA11,0.0000,0.0239,0.0000,0.0271
POLR2J,2.2622,2.8840,1.0720,2.8359
DHX33,2.8284,2.7050,2.7712,2.6303
MEOX1,0.0000,0.0100,0.0433,0.0000
THSD7A,1.5976,0.9293,1.7394,1.4406
LIG3,2.2206,2.0286,1.6485,2.1708
RPAP3,2.6519,2.4198,3.0164,2.2627
ACSM3,0.9113,0.6585,1.7573,0.4430
AC004381.2,0.0000,0.0000,0.0000,0.0000
CIAPIN1,4.2075,4.1388,4.0406,4.2051
AC004410.1,2.0004,3.1724,1.1785,3.4145
KIAA1539,2.2516,2.5965,1.7807,2.6030
COPZ2,1.5012,1.6959,1.6458,1.8602
PRKAR2B,4.4826,4.2118,5.4173,4.4267
MSL3,2.4216,2.4383,2.7408,2.5342
CREBBP,3.1601,3.1900,2.6957,3.3091
BZRAP1,3.6441,4.2173,3.1864,4.1651
MPO,0.2651,0.6338,0.2617,0.5324
PON1,0.1772,0.0895,0.2855,0.0719
C2orf3,1.7161,1.4805,1.9449,1.5337
WDR54,2.7259,2.8039,2.4746,2.6275
CROT,1.6564,1.5866,2.4388,2.0408
ABCB4,0.1086,0.1002,0.1285,0.0857
MLL5,3.8529,3.5589,3.5529,3.5117
RHBDD2,6.3324,6.6744,5.9975,6.6269
SOX8,3.6868,4.6042,2.4924,4.4816
IBTK,2.9768,2.6483,3.3255,2.6436
ZNF195,2.5361,2.2930,3.0508,2.2277
MYCBP2,5.1121,4.6914,4.8892,4.9564
FBXL3,3.7306,3.3634,4.3940,3.4239
ITGAL,0.7629,0.6207,0.5873,0.6741
PDK2,3.8248,4.1623,3.1349,4.1841
ITGA3,1.9078,2.1447,1.4182,2.3109
ZFX,1.9578,1.5171,1.8190,1.6778
LAMP2,5.4173,5.0146,4.7342,4.7509
GGNBP2,3.2796,3.1906,3.6922,3.2384
ITGA2B,0.5331,0.8604,0.2678,0.6523
ASB4,0.5665,0.3105,0.6032,0.4446
GDE1,5.4617,5.3233,5.4336,5.3437
C19orf60,2.6885,4.0823,1.1562,4.4212
CRLF1,2.5679,3.1219,1.5242,3.2569
OSBPL7,2.2652,2.7751,1.4640,2.8156
TMEM98,4.8440,4.5251,3.2396,4.1915
YBX2,0.3724,0.5380,0.3847,0.2767
KRT33A,0.0000,0.0830,0.0000,0.0000
MAP3K14,1.4820,1.8929,0.9885,1.8122
ABCC8,2.9314,3.3467,2.0788,3.3315
CCL18,0.0000,0.0414,0.0000,0.0000
CCL3,0.4408,0.3033,0.5278,0.3064
CACNG3,5.0089,5.1034,4.8723,5.0213
TMEM132A,2.9170,3.7680,2.2044,4.0079
AP2B1,6.5643,6.3218,6.4786,6.3307
TAC1,2.8968,3.1803,4.3482,3.3979
ZNF263,3.1583,3.1326,2.9916,3.1000
CX3CL1,5.4181,6.0204,4.8923,5.9896
SPATA20,2.4444,3.0859,1.8339,3.0094
CACNA1G,2.3822,2.8481,1.6342,2.8068
TNFRSF12A,0.0907,0.2002,0.0800,0.5899
DLX6,0.4746,0.6501,0.7590,0.6658
MAP3K9,2.6836,3.0047,1.6948,3.2662
RALA,3.9528,3.5912,4.6255,3.4407
BAIAP2L1,0.1940,0.3447,0.1752,0.4649
JHDM1D,1.8273,1.6257,1.7990,1.8482
ETV1,2.8828,2.8950,3.5566,2.8098
AGK,3.1253,3.1782,3.3598,3.0684
ALDH3B1,0.2966,0.6420,0.1539,0.5991
TTC22,0.2222,0.1399,0.2181,0.1581
PHTF2,1.6842,1.3784,2.3094,1.5100
CCL26,0.0000,0.2161,0.0000,0.0864
FARP2,1.9585,2.0077,1.4589,1.9750
USH1C,1.0068,1.2223,0.3919,1.2782
GGCT,3.4037,3.1878,4.7957,3.2242
DBF4,0.6011,0.6351,1.1396,0.6762
TBXA2R,0.0760,0.3783,0.1311,0.3438
IFRD1,2.9382,2.5688,3.3662,2.5229
LGALS14,0.0000,0.0000,0.0000,0.0000
COX10,1.9315,2.1843,1.9376,2.1525
GTF2IRD1,1.2905,1.5966,1.0490,1.6892
PAF1,4.3906,4.3449,3.8031,4.2762
VPS41,4.4705,4.1452,4.7210,4.1429
ELAC2,3.2025,3.2227,2.5536,3.0239
SCIN,0.2601,0.4514,0.7498,0.4764
ARSD,1.5413,1.0720,1.1770,1.1690
PNPLA4,2.1458,1.9816,2.4816,1.8699
MYH13,0.0310,0.0117,0.0188,0.0176
ADIPOR2,4.4722,4.1572,3.6508,4.0263
CDKL3,3.4583,3.0018,3.4865,3.1256
UPP2,1.0834,1.0968,1.8194,0.9162
PRSS21,0.0000,0.0000,0.0000,0.0000
MARK4,3.0147,3.6151,2.4763,3.8129
PROM1,1.2338,0.9359,1.3114,0.9486
CCDC124,3.3567,4.8662,2.2451,4.9623
CEACAM21,0.4268,0.3678,0.1449,0.3122
PAFAH1B1,6.7368,6.5647,7.1315,6.6339
NOS2,1.5346,1.9504,0.6255,1.6180
DNAH9,0.4505,0.3877,0.2765,0.4768
KIAA0100,5.1249,4.9934,4.4240,5.0121
SLC13A2,0.0000,0.0000,0.0376,0.0000
GAS7,6.5943,6.6322,6.1302,6.4974
TRAPPC6A,2.4754,2.9606,1.4185,2.9395
MATK,2.7607,3.9872,1.9623,4.2145
CEACAM7,0.0000,0.0219,0.0000,0.0000
CD79B,0.0000,0.1195,0.1263,0.1664
SCN4A,0.0246,0.0486,0.0301,0.0629
ST7L,1.3712,1.3212,1.5557,1.2851
TKTL1,0.0000,0.0031,0.1524,0.0504
PAX6,1.0681,0.8002,1.5085,0.8539
RPUSD1,2.0369,3.0738,0.7162,3.4483
RHBDF1,0.7911,1.0532,0.6451,1.1441
LUC7L,3.3939,3.4828,3.5591,3.3910
CACNA2D2,2.3055,2.7792,1.5546,2.7899
BAIAP3,3.5945,3.9649,3.1429,3.5393
C16orf42,3.5312,4.4183,3.0898,4.5025
PIGQ,1.6430,2.6379,1.0447,2.6681
CRAMP1L,2.2913,2.4402,1.7069,2.3775
TEAD3,0.5292,0.4882,0.4878,0.3341
SELE,0.2372,0.5938,0.4136,0.2045
DNAJC11,3.3885,3.8423,2.8554,3.7065
FMO3,0.2309,0.1369,0.1311,0.2179
MYLIP,3.1566,2.8816,2.9140,2.7578
NOX1,0.2483,0.1236,0.7058,0.1759
E2F2,0.0177,0.0102,0.0000,0.0115
PSMB1,4.7083,4.5524,4.6194,4.6383
SYN1,7.2860,7.5742,7.3209,7.5657
JARID2,2.0445,2.1716,1.7576,2.1168
CDKL5,3.1880,2.6516,1.8408,2.9445
CAMK1G,4.6293,4.6142,4.3472,4.8455
NADK,1.8794,2.3716,1.3925,2.3727
TFAP2B,0.0000,0.0041,0.0000,0.0000
TFAP2D,0.0511,0.1147,0.0358,0.0000
DLEC1,1.3489,1.4279,1.0123,1.3953
CYTH3,3.0776,3.4409,3.2632,3.5199
ADAM22,4.3004,4.0428,4.2994,4.3374
SYPL1,4.2111,3.8396,4.2113,3.7383
CYB561,3.5187,3.7778,3.3941,3.7555
SPAG9,4.8622,4.3811,4.5788,4.3106
CELSR3,2.0798,2.4859,1.4554,2.5219
AASS,2.3702,1.8017,1.8180,1.7846
PLEKHG6,0.0000,0.0000,0.0000,0.0000
SS18L2,3.2495,3.0444,3.9727,2.9850
MPND,2.9921,3.3686,2.0636,3.4751
MGST1,2.0138,1.5625,3.0704,1.2809
CRY1,2.1712,1.9281,2.4421,1.8681
PGLYRP1,0.2289,0.6586,0.2120,1.0523
NFIX,4.4626,5.1506,3.9827,5.3724
ST3GAL1,2.1544,2.4746,1.9941,2.6498
MMP25,0.2179,0.4444,0.1319,0.6151
IL32,0.5864,0.9572,0.4149,0.5973
PKD1,2.9194,4.2201,1.6895,4.4943
MAPK8IP2,4.7502,5.9578,4.0174,6.1812
MED24,3.7497,4.0258,3.2682,3.8769
RHOBTB2,4.4492,5.0252,3.2965,4.8316
HEATR5B,3.5757,3.1486,3.3763,3.3286
SEC62,4.5504,4.3600,5.2804,4.4571
RPS20,3.9465,4.0645,4.2144,3.8649
CSDE1,6.1660,5.9636,6.3416,6.0139
UBE3C,3.3477,3.3428,3.1713,3.3548
REV3L,2.4740,2.0540,2.6938,2.1553
ODZ1,1.4628,1.3170,2.1921,1.3844
PAX7,1.2004,1.2651,0.5172,1.2829
MASP2,2.1363,1.6714,1.6112,1.7212
IYD,0.0000,0.0000,0.0000,0.0000
FAM76A,1.8804,1.7663,2.0806,1.7129
TRAF3IP3,0.5383,0.3628,0.6380,0.3883
POMT2,2.3346,2.4218,1.7330,2.2554
VTA1,4.1413,4.0685,4.9075,3.9652
MLXIPL,1.6674,2.3806,1.2934,2.4368
BAZ1B,3.9437,3.7783,3.5006,3.6899
RANBP9,4.7410,4.5789,5.2923,4.6634
ETV7,0.0794,0.1123,0.0493,0.1512
C1orf124,1.0976,1.0658,1.4663,1.2200
METTL13,3.1518,3.2139,2.6343,3.0819
DYRK4,1.5824,1.4319,1.1397,1.3080
ZNF207,3.1493,2.9884,3.4290,2.9040
