TSPAN6,2.4875,2.1549,1.6868
TNMD,0.1424,0.0695,0.1537
DPM1,3.2057,2.9969,2.6278
SCYL3,0.7807,0.9819,0.6663
C1orf112,0.4769,0.5873,0.3268
FGR,2.0290,2.4435,1.6984
CFH,1.6250,1.9089,1.0662
FUCA2,3.1575,3.2539,2.2248
GCLC,1.9122,1.8981,1.3813
NFYA,1.9701,1.8004,1.8520
C1orf201,0.5097,0.6148,0.5421
NIPAL3,3.3212,3.3333,2.5800
LAS1L,2.4747,2.5973,1.8903
ENPP4,2.2293,2.0299,1.5839
SEMA3F,2.1115,2.0059,1.1892
CFTR,0.0689,0.1283,0.0375
ANKIB1,2.4894,2.3170,1.8491
CYP51A1,4.6214,4.4782,3.5817
KRIT1,1.4251,1.3704,1.1254
RAD52,0.9307,0.7254,0.6448
BAD,5.9043,5.7204,4.9272
LAP3,2.8616,2.8293,2.1774
CD99,0.0000,0.0000,0.0000
HS3ST1,0.1808,0.3152,0.1518
ABP1,0.0000,0.0000,0.0000
WNT16,0.1164,0.1021,0.0782
HECW1,0.5870,0.5992,0.6309
MAD1L1,2.0180,1.9433,1.2473
LASP1,5.0630,4.8572,4.4217
SNX11,3.3205,3.1129,2.4751
TMEM176A,1.5811,1.3767,0.7457
M6PR,2.5037,2.4080,1.8249
KLHL13,0.8289,0.6192,0.2250
CYP26B1,0.6785,0.5770,0.5741
ICA1,1.5809,1.2422,0.8102
DBNDD1,4.2049,4.2724,3.4809
ALS2,1.1933,1.0232,0.7453
CASP10,1.0542,1.3114,0.8044
CFLAR,1.8961,2.1156,1.7204
TFPI,0.5976,0.5997,0.3444
C2orf56,1.4463,1.5438,0.8419
RBM5,2.4822,2.5346,1.8274
MTMR7,0.5425,0.6464,0.4218
SLC7A2,1.3780,1.2388,0.8505
ARF5,5.8422,5.7961,4.8152
SARM1,2.3127,2.4097,1.7189
PLXND1,3.3167,3.4292,2.8737
AK2,2.8622,2.8437,1.9410
CD38,0.7323,0.7698,0.7845
FKBP4,4.0674,4.1834,3.3732
RBM6,3.0395,2.9763,2.3472
CAMKK1,1.7955,2.0408,1.3195
RECQL,1.4526,1.2894,1.0390
CCDC132,1.0084,0.7757,0.5627
HSPB6,4.6553,5.0820,4.1689
NDUFAB1,5.5816,5.5546,4.3407
PDK4,4.3194,4.3365,3.7491
SLC22A16,0.0311,0.0000,0.0000
ZMYND10,0.7559,0.5988,0.4209
ABCB5,0.0000,0.0000,0.0000
ARX,1.9404,1.6083,1.2938
SLC25A13,1.2009,1.5880,0.8451
ST7,1.6687,1.4405,1.0110
CDC27,1.6503,1.8164,1.2526
SLC4A1,0.0000,0.0427,0.1550
CALCR,0.0000,0.0000,0.0000
HCCS,1.8468,1.7676,1.3031
DVL2,2.4831,2.6945,2.0514
PRSS22,0.0000,0.0000,0.0000
UPF1,3.6225,3.6071,2.9485
SKAP2,0.3982,0.7814,0.5607
SLC25A5,7.1077,6.9013,5.7885
CCDC109B,0.5385,0.5752,0.2422
HOXA11,0.0000,0.0000,0.0000
POLR2J,5.0704,5.0736,4.5522
DHX33,1.7824,1.6757,1.6342
MEOX1,0.0753,0.0419,0.0476
THSD7A,0.4887,0.5349,0.4424
LIG3,1.2427,1.2567,0.8582
RPAP3,0.9616,0.8312,1.0082
ACSM3,0.7102,0.5713,0.4127
AC004381.2,0.0000,0.0000,0.0000
CIAPIN1,3.0685,3.2885,2.1982
AC004410.1,3.8225,3.8569,3.0424
