TSPAN6,2.6961,2.7615,2.8557,2.8367
TNMD,0.0000,0.0000,0.0000,0.8176
DPM1,3.4540,3.7672,3.6292,3.7439
SCYL3,1.4783,1.2247,1.2429,1.3535
C1orf112,0.6848,0.6991,0.5527,0.6049
FGR,0.4681,0.5519,0.7331,0.8987
CFH,0.9123,0.8988,0.7951,1.0816
FUCA2,2.5449,2.8889,2.6313,3.0451
GCLC,2.1983,2.2443,2.2467,2.3538
NFYA,2.5652,2.5398,2.5494,2.2698
C1orf201,1.6791,1.6089,1.6932,1.4717
NIPAL3,3.0404,3.1724,3.0906,3.7929
LAS1L,2.0523,1.9085,1.8758,1.8732
ENPP4,2.8539,2.8072,2.8034,2.9947
SEMA3F,1.5679,1.3903,1.4625,1.3482
CFTR,0.0167,0.0000,0.0000,0.0225
ANKIB1,3.3561,3.2961,3.3437,3.1416
CYP51A1,4.6155,4.8098,4.4358,5.1159
KRIT1,1.8026,1.7148,1.7176,1.6741
RAD52,0.5922,0.5810,0.6540,0.5620
BAD,5.7081,5.7719,5.7216,6.0231
LAP3,3.0115,3.2102,3.1462,3.0949
CD99,0.0000,0.0000,0.0000,0.0000
HS3ST1,1.5293,1.8670,1.7114,1.8684
ABP1,0.0000,0.0000,0.0000,0.0000
WNT16,1.0009,1.1415,0.8516,1.0384
HECW1,2.5729,2.4294,2.5202,2.1822
MAD1L1,2.3598,2.3122,2.3695,2.4020
LASP1,6.2824,6.1801,6.2324,6.1537
SNX11,3.4935,3.3497,3.4020,3.0878
TMEM176A,0.7027,0.5217,0.5660,0.3760
M6PR,3.1398,3.2256,3.2565,3.1280
KLHL13,2.0135,2.0453,2.3088,1.8581
CYP26B1,2.8857,2.4929,2.5035,2.3517
ICA1,3.0729,2.9901,2.9795,2.5850
DBNDD1,5.0642,4.9055,4.9008,5.1262
ALS2,2.8005,2.5277,2.7247,2.4220
CASP10,0.2300,0.2703,0.3075,0.4580
CFLAR,0.8574,0.7127,0.9110,0.7268
TFPI,0.6186,0.8396,0.7128,0.6703
C2orf56,1.8760,1.8147,1.7359,1.9272
RBM5,2.8469,2.6921,2.8824,2.4281
MTMR7,2.7488,2.5574,2.6451,2.4099
SLC7A2,0.5144,0.7037,0.8023,0.6152
ARF5,7.1349,6.9955,7.0123,6.9998
SARM1,3.8844,3.6969,3.8448,3.3701
PLXND1,4.5098,4.0397,4.4013,4.0058
AK2,1.9067,1.9983,1.9798,2.1374
CD38,0.6472,1.0564,0.8650,1.2291
